q,nu,ecc,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,A_peak22,omega_peak22,Mf,af,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,ID,catalog
1.0,0.25,0.4524,0.992918831212457,0.994811452552977,0.969695962346014,2.8326679334198244,0.8806205187803242,2.92119184096288,3.216672645037981,3.119194476082203,0.6885886705,1.044890061999297,0.009740983880780105,0.029055073631554327,0.40399260026872663,0.36077162901951,0.9496850804,0.6885886705,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1295,RIT
1.0,0.25,0.84,0.990892958010282,0.537735920298896,0.9901411644920296,2.1145076450631124,0.9607590512432649,2.1355617975421866,2.2008719484108377,2.1791739138973494,0.521871207,0.4857762382577907,0.005814129363238993,0.009279420310820345,0.24014224092339137,0.2479574913124587,0.9860449564,0.521871207,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1320,RIT
0.9999999628583027,0.24999999999999992,0.067823,0.992136711772551,1.071881257280293,0.9690861846367714,2.8044448773470503,0.8782560665077093,2.8939065707537663,3.193197273886901,3.094483362943597,0.686053505285,0.0,0.0,0.0,0.39341930204418546,0.3586876915528592,0.951500091142,0.686053505285,0.394832078036633,0.35981440245999996,0.9515839428556587,0.6863698793893067,1355,SXS
1.0000000229757968,0.24999999999999994,0.1974746,0.9933533184000995,1.1467067659736032,0.9698262448200159,2.8096316641784242,0.8811258902833867,2.8970464340237014,3.1886835867174366,3.0924690288253913,0.68692135924,0.0,0.0,0.0,0.393743515941067,0.3599765868571012,0.951803989399,0.68692135924,0.39483207803663306,0.35981440246,0.9515839428556587,0.6863698793893067,1356,SXS
0.9999999415780159,0.24999999999999978,0.2211163,0.9924272356373417,1.082315375017643,0.9700737997112442,2.8048615490708553,0.8820863537724221,2.891389861169079,3.1798038106760105,3.0846443649587716,0.686469814726,0.0,0.0,0.0,0.3927353877239301,0.360280013138663,0.951943772847,0.686469814726,0.39483207803663267,0.3598144024599999,0.9515839428556588,0.6863698793893064,1357,SXS
0.9999998283232605,0.24999999999999817,0.2186272,0.9923158904426844,1.0758823503838597,0.9698163180516735,2.809440713294891,0.8810873815186084,2.8968791935146623,3.1886062293306785,3.092362353046109,0.686497522206,0.0,0.0,0.0,0.394706031946096,0.35929850570710187,0.951263356267,0.686497522206,0.3948320780366297,0.3598144024599992,0.9515839428556594,0.6863698793893029,1358,SXS
1.0000000093380739,0.25,0.2177783,0.9922501374675801,1.0720528855599532,0.970166473018654,2.8155692222196596,0.8824459707389094,2.902150610769996,3.190642051277161,3.095453945552567,0.687599587625,0.0,0.0,0.0,0.39527438859452363,0.3594046409847351,0.95166040782,0.687599587625,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1359,SXS
0.9999998581067138,0.24999999999999875,0.3635727,0.9923552135107089,1.0681978180739786,0.9692146296405096,2.7941303428647726,0.8787539966183799,2.8828808990441472,3.1796502247695506,3.081763514986383,0.68480391891,0.0,0.0,0.0,0.39123285049007556,0.3590596406845634,0.951572754893,0.68480391891,0.39483207803663084,0.3598144024599994,0.9515839428556592,0.6863698793893042,1360,SXS
0.9999999312581159,0.24999999999999972,0.3326288,0.9923367527462573,1.0668013504627096,0.9695776426729749,2.800940633144393,0.8801616103425657,2.888825515223964,3.182302659228963,3.0854895106071574,0.685296767665,0.0,0.0,0.0,0.3929622332803371,0.35831708618525226,0.951250753665,0.685296767665,0.39483207803663267,0.3598144024599999,0.9515839428556588,0.6863698793893063,1361,SXS
1.0000000168079561,0.25000000000000006,0.0,0.9925237180463568,1.0619442110267807,0.9702626742536055,2.809804277709083,0.8828193140995162,2.8959212306817665,3.182762579877525,3.088115732266272,0.687392122406,0.0,0.0,0.0,0.39335067751253583,0.3603497375020197,0.952230540945,0.687392122406,0.394832078036633,0.3598144024599999,0.951583942855659,0.6863698793893067,1362,SXS
1.000000210098049,0.24999999999999717,0.0,0.9925110984794377,1.060810909613465,0.970128820347809,2.796956864391501,0.8822998561388615,2.8830777992851924,3.1700751676778007,3.0753812828331477,0.686065767534,0.0,0.0,0.0,0.39138070999028124,0.3598814850636245,0.952282055784,0.686065767534,0.39483207803662795,0.35981440245999874,0.9515839428556595,0.6863698793893008,1363,SXS
1.0,0.25,1.0,0.9942653528950137,0.743206,0.9904780151482495,2.842090145762892,0.962093396984032,2.8694126495452834,2.9540688613727832,2.9259402624237634,0.6848608276633493,0.0,0.0,0.0,0.3547188665040033,0.33546128652796625,0.978120614830896,0.6848608276633493,0.39483207803663306,0.35980488626561297,0.9516091105454858,0.686369879389307,37,ET
1.0,0.25,1.0,0.9942735182416419,0.826336,0.9863047153433826,3.059232875608377,0.945593983017182,3.1017117002662844,3.235249938717925,3.1909422698718792,0.7251249393066969,0.0,0.0,0.0,0.4186500841882234,0.37024700043060577,0.965214125196875,0.7251249393066969,0.39483207803663306,0.35980487122618,0.9516091503216607,0.686369879389307,42,ET
1.0,0.25,1.0,0.994276815471343,0.8578620000000001,0.9823706255001574,3.0833004325519613,0.9301040916911409,3.1386325613941795,3.315005772037643,3.2565642938132515,0.7279767360639445,0.0,0.0,0.0,0.4419401890795819,0.3881670295846078,0.95755358050386,0.7279767360639445,0.39483207803663306,0.35980486512246423,0.9516091664647212,0.686369879389307,44,ET
1.0,0.25,1.0,0.9942801313126303,0.888342,0.9778248855403263,3.0701762723445487,0.9122830135639046,3.1398017352033656,3.365377001102614,3.2907493809032102,0.7156441096834125,0.0,0.0,0.0,0.45515791106901005,0.37727414856563257,0.949032883258425,0.7156441096834125,0.39483207803663306,0.3598048593757429,0.9516091816636062,0.686369879389307,46,ET
1.0,0.25,1.0,0.9942834376642096,0.91774,0.9676871317854726,2.750425591244708,0.8728367700463893,2.842267403277253,3.151133964141462,3.0493117876318374,0.6749533496274226,0.0,0.0,0.0,0.37961138578548964,0.34638421697513877,0.950347006036316,0.6749533496274226,0.39483207803663306,0.3598048540133983,0.9516091958458951,0.686369879389307,48,ET
1.0,0.25,1.0,0.9942867013356245,0.946018,0.9714524600476193,2.905578591210519,0.8874397642651428,2.9909632336183405,3.274113588561726,3.1806457000836277,0.6966118840004853,0.0,0.0,0.0,0.41962766043444955,0.36423162148690835,0.948582680148995,0.6966118840004853,0.39483207803663306,0.3598048496854157,0.9516092072925112,0.686369879389307,50,ET
